battery,cycle_number,cycle_type,ambient_temperature,charge_duration,voltage_start,voltage_end,voltage_max,current_start,current_end,current_mean,energy_charged,temp_start,temp_end,temp_rise
B0005,37,charge,24.0,10158.782,3.3869430085009946,4.18903852934241,4.212972694840331,-0.0011858527389888363,-0.0022458845372378953,0.9537153567418096,7.428026760354134,30.32132377942574,24.531360432258264,-5.789963347167475
B0005,39,charge,24.0,10289.312,3.5795499179382677,4.188279547883957,4.212806303346363,-0.0026216748949387265,-0.0016046796953639766,0.9411642330468534,7.437394162341173,24.43896980656205,24.95032052303892,0.5113507164768691
B0005,43,charge,24.0,10283.077999999994,3.389085680145772,4.188074348309736,4.213442172806784,-0.00113600914343881,-0.002667973837652089,0.9612867786553304,7.620977883098926,25.542947768135058,25.39989594880759,-0.1430518193274679
B0005,47,charge,24.0,10281.39,3.380743064766377,4.187590543473734,4.212832102518414,-0.001291245367853093,-0.005087805492836564,0.963212383695507,7.618459694929417,25.982160456434617,25.114263700401423,-0.8678967560331934
B0005,51,charge,24.0,10081.797,3.4120702856350618,4.187363312906861,4.212770290752828,-0.0022205826441109014,-0.0021250633383095518,0.9697506680439039,7.573822763873876,25.570138248409805,24.756428110409296,-0.8137101380005092
B0005,55,charge,24.0,10797.328,3.436894873571867,4.188082012921168,4.213276766831537,-0.00554196516612311,-0.0016826030403761412,0.931056714150449,7.543179496662309,25.311690757489934,24.360518499467585,-0.9511722580223498
B0005,59,charge,24.0,10099.218,3.431542312332476,4.187253995645128,4.212690151499114,-0.0029066764110920124,-0.00027037759637260373,0.9648375330851495,7.536816656777923,25.21109199391497,24.55470880485036,-0.6563831890646092
B0005,63,charge,24.0,10078.719,3.422833856716463,4.187793346450462,4.212873191810286,-0.00039388228307048054,-0.0037126257778085613,0.9656310887431298,7.53824986573621,25.22172100748279,24.47078725757672,-0.7509337499060678
B0005,67,charge,24.0,10617.375,3.4569807455481714,4.188211016801724,4.213238259402031,-0.000915534429375919,-0.001498080914860836,0.9343625511181636,7.492647838887317,25.115321089639583,24.139672639075588,-0.9756484505639946
B0005,71,charge,24.0,10564.157,3.443131952235308,4.188081882526327,4.213312787594857,-0.0025380591891641623,-0.002188093169154841,0.9378723891405097,7.498556659741181,25.032188247995528,24.08401801890965,-0.9481702290858784
B0005,75,charge,24.0,10143.984,3.440945822387802,4.187938211684799,4.212902355486726,-0.0031809522119934613,-0.0018749909513330987,0.9583515841331876,7.491507735426945,25.00886164788663,24.26106562757278,-0.7477960203138494
B0005,79,charge,24.0,10790.452999999994,3.4720492201140676,4.188752237734668,4.212958241599311,0.0013881520790837345,-0.002899839435015447,0.923985399312232,7.451970071606311,25.033328748093986,24.071239961385412,-0.9620887867085735
B0005,83,charge,24.0,10442.891,3.482323938736562,4.188412622030376,4.213259231541884,7.05242157793301e-05,3.254793388700015e-05,0.9376239238395178,7.472696112893571,25.635657631960125,24.6639796169493,-0.9716780150108235
B0005,84,charge,24.0,1674.484,8.393141180564633,4.201935096732427,8.393141180564633,-0.0006667542798502356,0.00014807292943663412,0.0073240257131663026,0.048618532751567724,23.898677631694202,23.843042803579834,-0.05563482811436771
B0005,87,charge,24.0,10113.656,3.4058901432027726,4.202187284382828,4.209223108011576,-0.00022482397606067242,-0.0003213458101695207,0.6962458837408647,7.499413257470452,25.796078710243243,24.233410115713724,-1.5626685945295193
B0005,91,charge,24.0,10137.89,3.450747729160208,4.202158828261107,4.2088651384450735,-0.0014377632971707848,0.0024491587435546943,0.6900210401744445,7.455454977988638,25.969776548449914,24.0847158065966,-1.8850607418533158
B0005,95,charge,24.0,10651.657,3.4777159202609385,4.2011141082747745,4.208915856299548,0.00209881315140409,-0.0002226399389615345,0.652562076583841,7.416671711037392,25.706035411983134,23.648335241750406,-2.057700170232728
B0005,99,charge,24.0,10032.485,3.499765574702658,4.202777282149898,4.209312403034285,-0.0018616745968989326,-0.0021613119315968326,0.6894028487761957,7.379937584916282,25.27539743905141,23.60901143378801,-1.6663860052634014
B0005,103,charge,24.0,10574.297,3.506969895111283,4.201361497928832,4.209847565954341,-0.0018457662997134249,0.0016430268484331721,0.6521290223116658,7.363213186815443,25.284549978026,23.953896555728427,-1.3306534222975728
B0005,107,charge,24.0,10461.735,3.515679016850222,4.2012789670108335,4.208965362941993,-0.00030809472802580606,-0.000800955570232072,0.6568967324675313,7.338982663430788,25.66066370342371,23.823241170225707,-1.837422533198005
B0005,111,charge,24.0,9993.062000000005,3.535634824082754,4.202111172021173,4.209292498751627,-0.0029049828119583157,-5.805717225446129e-05,0.6848687577377983,7.3044886353368845,25.412753232403997,23.586914187260792,-1.825839045143205
B0005,115,charge,24.0,10602.281,3.5441354472810294,4.2011480927463065,4.209583847791707,0.005131911870396542,0.005343981941505139,0.6428013189320935,7.284427199739888,25.276399990399014,23.332801973972195,-1.9435980164268187
B0005,119,charge,24.0,10667.969,3.560236280744175,4.201061029203147,4.209668023401793,0.0007524591253992381,-0.0008754478336627132,0.6353957512752219,7.248636664846545,25.113495401105904,23.413005319847052,-1.7004900812588524
B0005,123,charge,24.0,10504.781,3.5553563152207923,4.201095802596229,4.209651256417474,0.00395895059897514,0.00554105319108571,0.644943392264159,7.2417534502122525,25.407342656314054,24.009784627055932,-1.3975580292581213
B0005,127,charge,24.0,10246.781,3.5610782748720355,4.201574335933307,4.208972610120855,0.0006021133896512498,0.0017599609852116849,0.6592412796626481,7.220818256789177,25.98817860206274,24.277565839193212,-1.710612762869527
B0005,131,charge,24.0,10166.218999999997,3.567581547144615,4.201452571808745,4.208924563756907,-0.002589694997980971,0.002606713921740825,0.6624066950520237,7.201658526333155,26.012989826931943,24.06620766297891,-1.9467821639530314
B0005,134,charge,24.0,10804.922,3.5648082680198505,4.201138352508435,4.209761448406007,-0.003363291362490465,-0.0011097328108741358,0.6261909523367005,7.251695659938501,24.01193580759223,23.82247644795245,-0.18945935963978044
B0005,137,charge,24.0,10758.985,3.5680772967608743,4.20069482424571,4.2099926286120235,-0.000938447025866312,-0.002697588147815507,0.6255590922646385,7.204911238438957,25.392505827823257,23.419943303706024,-1.972562524117233
B0005,141,charge,24.0,10317.515,3.5804621577264473,4.20144464421736,4.20985882694637,0.0007735069507096056,-0.0011487791262183805,0.6488218351577303,7.16476365654784,25.102827352449214,23.310624166840114,-1.7922031856091003
B0005,145,charge,24.0,10805.734,3.5933521469960725,4.200698908188464,4.209887230778187,0.003972347970286541,-0.0027899234865338927,0.6152408363821585,7.128249862225748,25.03150014913752,23.263792351210004,-1.7677077979275175
B0005,148,charge,24.0,9946.391,3.6375564987817475,4.201778830487875,4.208756826791167,0.0005287516948614393,0.00020534405277072956,0.6655584759744552,7.097266413138958,24.180580717640265,24.01867296770412,-0.16190774993614454
B0005,151,charge,24.0,10063.547,3.4357450697578393,4.202255189639333,4.209078075122493,-0.0014215595836165242,-0.0013983263538304147,0.6848433296419463,7.344368396918432,28.136197434539536,25.870255065186658,-2.265942369352878
B0005,155,charge,24.0,10376.172,3.50184522440115,4.201283513916556,4.208951335685938,0.0004091874016062021,-0.004764025280327217,0.6556671395283481,7.263975749735064,27.263279238822154,24.969753527217293,-2.293525711604861
B0005,159,charge,24.0,9756.858999999997,3.534361860628266,4.201881746542074,4.208915493791651,-0.0019348651078940852,0.00024128583021166574,0.6916168312082189,7.210054713356914,26.448338247723864,24.48638661227613,-1.9619516354477327
B0005,163,charge,24.0,10610.906,3.5509061557642947,4.201324448283409,4.209049100025683,-0.00028501613877945865,-0.0007758590798697528,0.6328237481397364,7.184237527254691,26.086513959648315,24.101434470969732,-1.9850794886785827
B0005,167,charge,24.0,9978.078,3.570657719271431,4.202075987078627,4.209569401740179,-0.002539435048034002,-0.0019199673186086294,0.668387782555242,7.137829010848069,25.81625679641938,24.054854364502877,-1.7614024319165047
B0005,171,charge,24.0,10246.984,3.575668037723279,4.201660879249892,4.209622938017622,0.0004532507041787785,0.003898658122575087,0.6491951599580638,7.120097737842059,26.015619611688752,24.347571117394413,-1.6680484942943394
B0005,175,charge,24.0,10437.047,3.5825261282833734,4.2008415326689335,4.209081297803344,-0.0010717978408260576,0.001058682674417218,0.6352097009956666,7.098629086247018,26.12128119551817,24.16988671756466,-1.9513944779535102
B0005,179,charge,24.0,10805.827999999994,3.5966248291026663,4.200042038635142,4.208974409503451,0.0012217589780291443,-0.0016302076457313103,0.6090395837543103,7.060451675534462,25.9348267361566,24.03580949869347,-1.8990172374631307
B0005,183,charge,24.0,10805.375,3.6101300993977046,4.2006261599281185,4.209555035163918,-0.0019477559501159803,-0.004166657328684636,0.6063799232898632,7.028474975515743,25.78976391097585,23.90316691244523,-1.8865969985306208
B0005,187,charge,24.0,10685.968,3.6169084386607704,4.200851231200153,4.209137758018692,-0.001870660857453968,-0.004118113563062224,0.6108325931216375,7.003363393098367,25.66356600172257,23.95459707898003,-1.7089689227425424
B0005,191,charge,24.0,10588.64,3.620369835652977,4.201217125947874,4.209099895596076,-0.0019369717713799684,0.0016210770597780537,0.6146512973678119,6.982813982960555,26.06496987876059,24.530177214582665,-1.5347926641779246
B0005,195,charge,24.0,10736.094,3.6256358692453867,4.200746919158756,4.209853267385404,-0.0026778468143800723,-0.005819184920672138,0.6043008559339099,6.96173176312535,26.084564698668633,24.327965559578246,-1.7565991390903868
B0005,199,charge,24.0,9790.859,3.6300256886836055,4.201994503674418,4.2096673235964825,-0.0006699029793272911,-0.009368303109533745,0.661310694665889,6.939470260080125,26.04840764071028,24.21362260827115,-1.8347850324391288
B0005,203,charge,24.0,10274.359,3.639570110558492,4.201819788539866,4.209786575419923,9.52397853476773e-05,-0.00016768708010798128,0.6265507198651841,6.907614534759545,25.913157390596474,24.043805972418795,-1.8693514181776791
B0005,207,charge,24.0,10711.063,3.6497377595563654,4.200849424518748,4.209876728572126,-0.001076868599702772,0.0016756965798431062,0.5961783460440804,6.865613597406303,25.67922106975722,24.101101033643157,-1.5781200361140613
B0005,211,charge,24.0,10806.015,3.6459493771545146,4.200877170539847,4.209530517872284,0.0008977821372563097,0.00027418025740867446,0.5911635487881761,6.8667603546500375,26.164126253904403,24.528451128846562,-1.6356751250578405
B0005,214,charge,24.0,10481.047,3.6443472048240504,4.201161714791741,4.208914229782625,-0.0020131638826732657,-0.0018480401645555465,0.6076684839192972,6.840947562090461,26.414298648105806,24.33436657122499,-2.079932076880816
B0005,217,charge,24.0,10153.36,3.657513072840382,4.2019770181035705,4.20945720713541,-0.0018319660621524537,-0.0024020360909869105,0.6238567212454819,6.802711118085637,26.124594667907086,24.20725337756049,-1.9173412903465952
B0005,221,charge,24.0,10662.468,3.6587593083444823,4.200604210766301,4.2089346821451405,-0.0018016424151736066,-0.0012464675361744107,0.5916282471450443,6.784748665985105,25.995231104542682,24.047284419746916,-1.9479466847957667
B0005,225,charge,24.0,10494.625,3.6653422619084988,4.200542762811849,4.209707468094477,0.0024999436461866716,-0.0019191485983517571,0.5968690147321589,6.741868400507836,25.868251413679776,24.026519835674105,-1.841731578005671
B0005,229,charge,24.0,10467.75,3.665804882995703,4.200982302167971,4.209731200087021,-0.0012130734684040233,-0.0005630908044841154,0.5972973992880868,6.728973244756555,25.91592514404623,24.092541639256766,-1.823383504789465
B0005,233,charge,24.0,9904.406,3.668252407739543,4.20299984115144,4.209073152424942,0.0003772906252980434,-0.002855843400237865,0.6292572025313986,6.703213650920498,25.966865572655525,24.141074058280932,-1.8257915143745933
B0005,237,charge,24.0,10805.656,3.669250383169414,4.200607737590207,4.209596233803924,-0.001739756949610787,-0.0023931045985157357,0.5745464300808845,6.686493039764704,25.992524799255225,24.089000041527125,-1.9035247577280998
B0005,241,charge,24.0,10777.328,3.6705191343201347,4.200952394526888,4.209613645729595,-0.004621627698049434,-0.002548759059599943,0.5742692502982739,6.66637507547954,25.978059477620004,24.072869155560916,-1.905190322059088
B0005,245,charge,24.0,10745.86,3.6756911064817053,4.200678492927618,4.209728406741538,0.0035772311807411336,0.0028842082879645425,0.5719762498110235,6.623197766404875,25.90142738530156,24.05328668825637,-1.8481406970451886
B0005,249,charge,24.0,10806.781,3.6758502859357165,4.200665132641403,4.208850308126176,-0.0010520992158483745,-0.0014553167084464932,0.5667429941903227,6.603416564056186,25.951728812640948,24.04984705279308,-1.9018817598478677
B0005,253,charge,24.0,10806.593999999997,3.6765723249974416,4.201043065464373,4.209548533406234,0.0006957106142244082,-0.0018130213487639183,0.5656098440223737,6.589778542806816,25.914318732272523,23.99207137418265,-1.922247358089873
B0005,257,charge,24.0,10429.547,3.6806782157306714,4.201711666859965,4.209155099660752,-0.0016871431519201324,-0.00030780668485208074,0.5820893376953541,6.545292413296454,25.83495400400928,23.93183269304157,-1.903121310967709
B0005,261,charge,24.0,10807.094,3.6809218809251205,4.200552124317796,4.208909520868368,-0.001664260354047927,0.0018684302938210945,0.5593668610796283,6.524208593746773,25.800393057353325,23.707421704198786,-2.092971353154539
B0005,264,charge,24.0,10719.016,3.689120676816587,4.2009118826649505,4.209146036373753,-0.001141329550544264,0.001223151305155003,0.5624551525691622,6.51450773887976,24.432162103412754,24.476494293676133,0.04433219026337909
B0005,267,charge,24.0,10806.437000000005,3.6749144528577316,4.200367237177431,4.210057230429361,-0.001930496184238095,0.0013311660293677475,0.5627679624873888,6.562358823176762,26.086558609692904,23.94109079883092,-2.145467810861984
B0005,271,charge,24.0,10805.265,3.6821068350922896,4.200820962605963,4.209716534256135,0.002067120165192831,-0.0021601867585138604,0.5562210579029739,6.488773915424196,25.492564716983683,23.485554592555538,-2.0070101244281453
B0005,275,charge,24.0,10208.062,3.6846069730991595,4.202507902239926,4.209586501290089,0.0003834448029357284,-0.0032968159401120006,0.5854608883421437,6.443906712047289,25.293779374667597,23.562821922122307,-1.7309574525452902
B0005,279,charge,24.0,10807.219,3.6846646175938362,4.2006041222580235,4.2090401069219165,0.0006883669143961825,-0.0042913892071185025,0.5499619432864398,6.423176362150518,25.569601750665882,24.006313900713103,-1.5632878499527791
B0005,283,charge,24.0,10805.906,3.6828410885803162,4.200630651137006,4.209243624615146,0.0008326035654226233,-0.0024490785825642724,0.5500855345895314,6.420814436005657,26.148802017477877,24.44161942217852,-1.7071825952993578
B0005,287,charge,24.0,10655.937000000005,3.683455286636305,4.200879199850574,4.209412194077453,-0.0031278288127581347,-0.0026842935936044897,0.5559954002248091,6.398437439212707,26.217862222423495,24.299075019886633,-1.918787202536862
B0005,291,charge,24.0,10117.172,3.684324301077277,4.202756796581094,4.208856368304407,-0.0010754466215325384,-0.0008124186204263473,0.5846599146768487,6.379527315737513,26.05599149238203,24.165956155487628,-1.8900353368944032
B0005,295,charge,24.0,10805.86,3.6867555828688734,4.200312031785055,4.2096723781735434,-0.0021669650328770334,-0.0017152262406939444,0.5423706529012249,6.339017239044356,25.776381789339336,23.75353699980864,-2.0228447895306942
B0005,299,charge,24.0,10806.328,3.688509663098634,4.200353012756995,4.209166908560572,0.000146408761351241,-0.004919154582575861,0.5391223880182359,6.302981522015461,25.516193615006138,23.84802389521437,-1.6681697197917664
B0005,303,charge,24.0,10744.828,3.687096502974869,4.201016585927704,4.208895457764258,0.0004383436510631157,-0.003926120981859059,0.5425796127463848,6.307975972398645,26.03004409615256,24.3076877603316,-1.7223563358209617
B0005,307,charge,24.0,10804.797000000006,3.6882094252694184,4.20078674180856,4.209632701272167,-0.0012685914369201506,-0.0026902478639349667,0.5374246335843941,6.279597879353698,26.24912002979338,24.381992506413425,-1.8671275233799562
B0005,314,charge,24.0,10802.578,3.6906815123987555,4.200306870559031,4.209028477452613,-0.0034216376678449572,-0.009509303420190525,0.5455321253346221,6.374563323603839,24.468551750717264,24.715619368864488,0.24706761814722356
B0005,317,charge,24.0,10544.452999999994,3.6758881661834253,4.200805931735043,4.209763047586473,-0.002628247966117314,0.0004460991680924259,0.5659145930808275,6.435772734570508,26.7486499049347,24.84324131711326,-1.9054085878214408
B0005,321,charge,24.0,10701.125,3.681227298940964,4.200867345720006,4.208874914689389,-0.0024446846589916546,0.0005121386815632864,0.5517468859825273,6.37613566598333,26.615922413292733,24.605602742714694,-2.0103196705780384
B0005,325,charge,24.0,10805.813,3.686343265638421,4.2003577294606,4.209803512518001,0.0005495095785692107,-0.0013479837019411843,0.5403687480973645,6.312283058643315,26.37699291745863,24.36270026651891,-2.014292650939719
B0005,329,charge,24.0,10693.438,3.6862804128403504,4.200737185677336,4.208872213190271,-0.0034779643902786896,-0.0010961123228089087,0.5445908373365941,6.296042705825978,26.18488322487894,24.23583207354635,-1.9490511513325899
B0005,333,charge,24.0,10708.406,3.688176253598757,4.2003218113691645,4.209853693640944,-0.0026676782011829277,-0.0023654399960654415,0.5398317988996301,6.253816339547904,26.111386966060543,24.267194475869264,-1.8441924901912792
B0005,337,charge,24.0,10805.297000000006,3.68826808898156,4.200573469622684,4.2088630113100365,-0.004444977635635551,-0.004302085983641194,0.5333558181112956,6.2367588590032605,26.172446162686278,24.321991703730102,-1.8504544589561753
B0005,341,charge,24.0,10363.61,3.688889764637396,4.200929361556082,4.208838075023042,-0.0011010945923016517,-0.001167574039513887,0.5543234174406872,6.2103257193949615,26.2062728961356,24.33195161804457,-1.8743212780910312
B0005,345,charge,24.0,10805.094,3.6889987240662077,4.200599460744347,4.209529411772671,0.00086318021371205,-0.0034027329722622515,0.5293894058764592,6.194428455121638,26.188228718609654,24.302415131131948,-1.8858135874777062
B0005,349,charge,24.0,10805.5,3.690408935395842,4.20056424210418,4.209662720393985,0.0013366369144649295,-0.0007511275122216227,0.5259649128373239,6.1545928140943325,26.17018209741387,24.33659842388662,-1.8335836735272508
B0005,353,charge,24.0,10806.844,3.690774117793064,4.200235044255706,4.209010138135633,-0.00229556075317197,-0.0006600280117847101,0.5239037468586069,6.1318865086676455,26.210099303909985,24.33793819630382,-1.8721611076061642
B0005,357,charge,24.0,10367.906000000003,3.691239861057354,4.201467279875692,4.209286321889628,-0.0013236485342601229,0.00012085355968263749,0.5448665166311562,6.112561704212812,26.219024724567685,24.332669654075534,-1.8863550704921508
B0005,361,charge,24.0,10806.719,3.691280257971613,4.200502615809073,4.20906168640711,-0.004549687515983086,-0.0004497334010987563,0.5200245527389034,6.091953319758918,26.174596914859684,24.252126592440636,-1.9224703224190485
B0005,365,charge,24.0,10043.172,3.6942466450856877,4.206254576734575,4.209837365677117,-0.0016906693650880064,0.013423499361168012,0.5639413599870164,6.13177430718101,24.970758369129207,25.04408441590356,0.07332604677435128
B0005,368,charge,24.0,10569.812,3.687543249278819,4.201063168136766,4.2098269996566815,-0.0010006221449539879,-0.0004913114652766987,0.5404870941917305,6.180542942863651,26.89606594470005,24.947578233419247,-1.948487711280805
B0005,372,charge,24.0,9917.203,3.6896652903279983,4.20614159983949,4.209674359299608,-0.0008476159381613643,0.01421663975427821,0.5700675452978637,6.108013442517851,26.71820116345073,24.78895771369519,-1.929243449755539
B0005,376,charge,24.0,10317.406,3.691157283573764,4.194891465742244,4.209167062707327,-0.0010328041307202736,0.0008569708938989582,0.5366016791657899,6.032074042741117,26.546167684971447,24.541776542944813,-2.004391142026634
B0005,380,charge,24.0,10806.109,3.6910219665482353,4.199751983945933,4.208855011933893,-0.0038523610980480258,-0.0023312825157821523,0.5156965790545791,6.045655303769956,26.306334176309598,24.42653184258504,-1.8798023337245588
B0005,384,charge,24.0,10041.921,3.6919321850492404,4.203053956076268,4.2093630515127325,0.000284159059505938,-0.004040923149253591,0.5519868280845809,6.002021492334687,26.379793516155136,24.745701797871376,-1.6340917182837593
B0005,388,charge,24.0,10719.281,3.6913283030224875,4.19923871741988,4.2099281798934305,-0.0014120638319947637,-0.000587382965260314,0.5161189019622676,6.006524009329425,26.708508606388527,24.94223645207431,-1.7662721543142155
B0005,392,charge,24.0,10804.719,3.691370216990942,4.199988402679418,4.209625447385018,-0.0009804912330746325,5.335736862522803e-05,0.5108698391293734,5.991494705648555,26.736796696887414,24.718822643193874,-2.017974053693539
B0005,396,charge,24.0,10805.687,3.692817154993932,4.199724222629417,4.209994497945742,-0.00307465246266568,-0.0013300011925335752,0.5067976189540666,5.945727181009818,26.341176406622793,24.442492508028707,-1.8986838985940864
B0005,400,charge,24.0,10011.406,3.6929601027541787,4.202344935218769,4.209645673539432,-0.004361951359599031,-0.007947010185251145,0.5457592973240515,5.917536162748461,26.363614224495294,24.691900983222652,-1.6717132412726414
B0005,404,charge,24.0,10806.625,3.6925859818882847,4.199792481168452,4.2095192868246425,0.0010801939204183484,-0.001362368615015419,0.5045087206649608,5.924546146249392,26.644307290198007,24.990397222334604,-1.6539100678634036
B0005,408,charge,24.0,10805.563,3.692664480046114,4.200056215094289,4.209686875098169,-0.004003153604743011,0.0007474574055121771,0.5033829401421354,5.906840093816665,26.850514990921603,24.899333850929924,-1.9511811399916787
B0005,412,charge,24.0,10807.219,3.6932509353741936,4.199671113540276,4.209097023225327,-0.0006678895878766407,-0.002653201052674713,0.5011750295574352,5.883936413563876,26.6414887737332,24.670729615153757,-1.970759158579444
B0005,416,charge,24.0,10805.547,3.693209012779358,4.199990512409509,4.20966048778739,-0.0003750848078506714,-0.0016820860017963686,0.4996699404165846,5.866900118630576,26.451394028923485,24.40108457243738,-2.0503094564861044
B0005,420,charge,24.0,10510.453,3.693648232954113,4.2005997999601385,4.209800153781022,-0.004781370582534676,-0.0019830701487340637,0.5119592557446062,5.841578874124172,26.354974997868347,24.638244395129924,-1.7167306027384228
B0005,424,charge,24.0,10202.781,3.6931176482125387,4.2017722862520435,4.208986473959438,-0.001060512805369093,0.000977793966135594,0.5275401796076259,5.83831893833218,26.65987715139496,25.06969199512679,-1.59018515626817
B0005,428,charge,24.0,10140.858999999997,3.693213807973962,4.202712483334685,4.2094113854487585,0.0006388864749157022,-0.0012056725946243628,0.5295981797881324,5.824046452236925,27.004373033261828,25.125174747743483,-1.8791982855183456
B0005,431,charge,24.0,10340.672,3.69407736849464,4.201618368495758,4.209579923728784,-0.0021897084468327672,-0.0015640376759283982,0.5301690858655698,5.944675700402902,25.905841381492497,25.20135697204749,-0.7044844094450085
B0005,434,charge,24.0,10700.062999999995,3.6909488596890814,4.2006910721314235,4.208897768601187,-0.0007289211279650159,0.0003253260668950386,0.5117506163543526,5.942271129234995,27.054087627389464,24.961686122528825,-2.0924015048606392
B0005,438,charge,24.0,10628.938,3.69307509708269,4.200946991228521,4.208949896486924,-0.003571307230611552,3.562324681790222e-05,0.5081028567646714,5.862268683019949,26.596802987835787,24.559504495217958,-2.037298492617829
B0005,442,charge,24.0,10807.109,3.6938668252938105,4.200030131779333,4.209016148652449,-0.00245776373017209,-0.00098268516945449,0.49584719215020134,5.823145031968525,26.298783125800707,24.424214116622053,-1.8745690091786535
B0005,446,charge,24.0,10722.515,3.694423649802371,4.200356326054893,4.209823901420775,-0.0033820224480575942,-0.0019810275917755836,0.4976780837881712,5.800276154228493,26.23072887397369,24.394900400670203,-1.8358284733034864
B0005,450,charge,24.0,10772.969,3.6942899555763855,4.199886946230103,4.209170290922202,-0.009886649685638889,-0.00023050539502098767,0.49302618507032236,5.7832156591373405,26.204257985690106,24.344268241772113,-1.8599897439179927
B0005,454,charge,24.0,10745.718999999997,3.6945530037514365,4.199165884007307,4.209747743387126,-0.008045402418195211,-0.0009053820951691707,0.4924938743507686,5.7597520661834265,26.201454987142053,24.327479924973115,-1.8739750621689382
B0005,458,charge,24.0,10807.094,3.694753207444466,4.1992989223033605,4.209894860161395,0.000101399659858888,-0.0032043568410899197,0.4881521312448845,5.7443909603458305,26.128297112858743,24.204651127100718,-1.923645985758025
