battery,cycle_number,cycle_type,ambient_temperature,discharge_duration,data_points,voltage_start,voltage_end,voltage_min,voltage_max,voltage_mean,voltage_std,current_mean,current_std,current_min,current_max,temp_start,temp_end,temp_mean,temp_max,temp_rise,energy_delivered,capacity_delivered,capacity_delivered_cumulative,soh,capacity_fade,relative_capacity,is_capacity_outlier
B0005,21,discharge,24.0,3530.25,189,4.188916055911241,3.2662755750614747,2.4724483018527317,4.188916055911241,3.549292319740949,0.2430973444996006,-1.863380178294828,0.5267409991401001,-2.0160713863396573,0.002626400189938571,24.43671599422777,35.32247968803144,32.15709350345252,38.54143406601644,10.885763693803671,6.5224730397045345,1.8246195526864504,1.8246195526864504,99.07717774099628,0.9228222590037239,0.9907717774099628,False
B0005,24,discharge,24.0,3491.016,187,4.189876247266316,3.296199859463087,2.64956413267546,4.189876247266316,3.559759220648976,0.22886185175957943,-1.872968810287894,0.5116979707844124,-2.016851865845563,0.00236452370176732,24.7443285138996,35.59296016104038,32.36407129853099,38.52197451768004,10.848631647140781,6.497483643883568,1.8142019357673917,1.8142019357673917,98.51149922373634,1.4885007762636722,0.9851149922373633,False
B0005,26,discharge,24.0,3470.281,186,4.189286794768804,3.2717574155336004,2.5724981777366227,4.189286794768804,3.558081969139198,0.23460775776275253,-1.8826095043160833,0.4942824152307196,-2.016393908986775,0.0018583785527610795,24.736639099532358,35.96127245490519,32.3181954403762,38.582485834057856,11.224633355372834,6.491853045269893,1.8137521577549054,1.8137521577549054,98.48707619482518,1.5129238051748177,0.9848707619482518,False
B0005,28,discharge,24.0,3470.0,186,4.188837765892728,3.2648550840850254,2.5249886697730286,4.188837765892728,3.555692244172496,0.237911318298918,-1.882536787636365,0.49428703573729343,-2.0158117255163046,0.0022664654273509715,24.44798340505406,35.86960969538033,32.15709029211502,38.520294134873915,11.421626290326273,6.487114428498572,1.8134404914735822,1.8134404914735822,98.47015265835147,1.5298473416485268,0.9847015265835147,False
B0005,30,discharge,24.0,3450.297,185,4.189110301768517,3.309111201518355,2.694621861688723,4.189110301768517,3.562746818017503,0.22392608690207388,-1.8817935155260215,0.49541451927035984,-2.0193509920362724,0.001319946437255823,24.47211924021532,35.53204380823203,32.04407000314609,38.21358592965045,11.059924568016712,6.456673528229404,1.8025980036306504,1.8025980036306504,97.88140357167907,2.1185964283209264,0.9788140357167907,False
B0005,32,discharge,24.0,3429.407,184,4.18921207304098,3.2881490528689254,2.64010141737067,4.18921207304098,3.5614521756489204,0.22796979172772144,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262007,24.325417128823222,35.810312891427124,31.931593674911532,38.1983618706913,11.484895762603902,6.451147555097534,1.80210690024615,1.80210690024615,97.8547365674569,2.145263432543096,0.978547365674569,False
B0005,34,discharge,24.0,3409.484,183,4.188899969428112,3.260754100903525,2.5739035098380962,4.188899969428112,3.5603420474985823,0.23297600498562532,-1.9027629207037406,0.4571130109358775,-2.016465255161054,0.0009018486465400538,24.3625933569109,36.242477152162465,31.941655359029298,38.31926916027133,11.879883795251565,6.449580251029462,1.802579500826209,1.802579500826209,97.88039886599034,2.1196011340096463,0.9788039886599035,False
B0005,36,discharge,24.0,3390.422,182,4.188779799856791,3.2294668217844102,2.4942396831720126,4.188779799856791,3.5591189041401865,0.23873643876806222,-1.9133470605822436,0.4358942318853322,-2.0181069603406625,-0.00044812397487015555,24.382419922756025,36.702217251200324,31.965008645476725,38.4787542519308,12.319797328444299,6.4472058652048485,1.8030683142834096,1.8030683142834096,97.90694152673842,2.0930584732615785,0.9790694152673842,False
B0005,38,discharge,24.0,3390.281,182,4.189272591516219,3.224378894859077,2.4556793246645583,4.189272591516219,3.557886771846508,0.24145031412156678,-1.9131602105481538,0.43619046586394566,-2.0170254305215485,0.002337558709004184,24.361449262276754,36.77890978053394,31.966241678512723,38.54659017774874,12.417460518257183,6.444197257048334,1.8027776247196041,1.8027776247196041,97.89115702988909,2.108842970110912,0.9789115702988909,False
B0005,41,discharge,24.0,3591.734,192,4.187614060563439,3.2587403321633976,2.632142800798914,4.187614060563439,3.5520375235511907,0.23416563071224794,-1.8553455745575975,0.5400579358950733,-2.01684718332263,0.005955165804640151,24.558714742953534,34.93481911198889,32.37143341978575,38.44749852224995,10.376104369035353,6.611240878678175,1.8470259949329193,1.8470259949329193,100.29385168145046,-0.2938516814504578,1.0029385168145046,False
B0005,45,discharge,24.0,3552.297,190,4.1876287811083985,3.2180462147957645,2.5027764692056795,4.1876287811083985,3.5525668436897124,0.2441722414090925,-1.8746995273150975,0.5078881766945342,-2.016190951623346,0.0016182635202416972,24.92210633449132,36.06881902912957,32.70024990461686,38.992275791716615,11.14671269463825,6.611161010084513,1.847417311283644,1.847417311283644,100.31510023136138,-0.3151002313613867,1.0031510023136139,False
B0005,49,discharge,24.0,3531.578,189,4.187447226312926,3.2573096268397737,2.617507742871704,4.187447226312926,3.556794038327039,0.23311973567394634,-1.873827212788385,0.5090210348494151,-2.016760348146938,0.002519215784369448,24.56596639952811,35.57131957324699,32.32266411829938,38.51424197364312,11.005353173718877,6.574821168404174,1.8361774213478947,1.8361774213478947,99.70477213786164,0.2952278621383535,0.9970477213786164,False
B0005,53,discharge,24.0,3492.907,187,4.187344026387161,3.2802567474945943,2.694074478000972,4.187344026387161,3.5614100044534203,0.22484633144049296,-1.883193546754683,0.49304941109665107,-2.0160230713598764,0.0037933120349866447,24.21658146702539,35.495530791461825,31.98795810666763,38.165816144899125,11.278949324436436,6.539641286548478,1.8257807475776242,1.8257807475776242,99.14023083743787,0.8597691625621243,0.9914023083743787,False
B0005,57,discharge,24.0,3511.594,188,4.187438187636325,3.2797654511586916,2.6237674644021887,4.187438187636325,3.5566107947817986,0.23067449635182954,-1.873239184822504,0.51045002675325,-2.01719076462715,0.00343888873867598,24.054990657817566,35.20943493671208,31.894456524691385,38.16526203587147,11.154444278894513,6.532620983797102,1.8251136435078368,1.8251136435078368,99.10400696359154,0.8959930364084598,0.9910400696359154,False
B0005,61,discharge,24.0,3431.9370000000054,184,4.18774138117799,3.2050689156049863,2.5010798299873738,4.18774138117799,3.5586742170266272,0.23845858592777874,-1.9139593751505897,0.4336815885962881,-2.0161148625656655,0.0012614422239159216,24.028778234327,36.50765859144094,31.78039681801023,38.27549578575718,12.478880357113944,6.527920631813516,1.8255815042203762,1.8255815042203762,99.12941188644577,0.8705881135542395,0.9912941188644576,False
B0005,65,discharge,24.0,3431.125,184,4.188261122540052,3.276866922356563,2.6849988185249796,4.188261122540052,3.564103182686905,0.22371289710668404,-1.9030532722310995,0.45609178373993275,-2.0168636304742815,0.0031353992245556606,23.93841461307264,35.875137593603206,31.688747146342205,37.982160799183106,11.936722980530565,6.495263190740645,1.8140311275083907,1.8140311275083907,98.50222430381575,1.4977756961842452,0.9850222430381576,False
B0005,69,discharge,24.0,3412.406,183,4.187338767288234,3.2311300277309924,2.547109116468133,4.187338767288234,3.559588063594272,0.23399060506233524,-1.9134590742247914,0.434873129767018,-2.024643671910137,0.0011043615738374486,23.811534187517502,36.32486455253682,31.596747992569153,38.11100191887773,12.513330365019321,6.489442748159886,1.8147691941158939,1.8147691941158939,98.54230145652883,1.4576985434711642,0.9854230145652884,False
B0005,73,discharge,24.0,3410.688,183,4.187560306288175,3.2220257725268313,2.471314764334132,4.187560306288175,3.556833231052199,0.23947202414141244,-1.913620909902553,0.43491395027052004,-2.017291134571006,-3.060676830687782e-05,23.754765330883426,36.40687719604908,31.565586498787077,38.18831137948753,12.652111865165654,6.482180288608384,1.813969388710352,1.813969388710352,98.49887187571217,1.501128124287836,0.9849887187571217,False
B0005,77,discharge,24.0,3410.718,183,4.18805176248713,3.2900827937307877,2.6613903306108773,4.18805176248713,3.5624410850948944,0.22469381728284948,-1.9025819745719061,0.45735642874148813,-2.01713712589233,0.0037901043107805275,23.79768342466196,35.87417260042261,31.59124667045208,37.998541119085836,12.07648917576065,6.451556870936514,1.802765665167823,1.802765665167823,97.89050762402485,2.109492375975152,0.9789050762402485,False
B0005,81,discharge,24.0,3392.719,182,4.187667484260542,3.2511761852414898,2.541762355407921,4.187667484260542,3.5591407106855666,0.2337381121665522,-1.9130621638638965,0.4362089113558066,-2.0159460285100574,0.0006901740069088986,23.801300986918452,36.40595071319766,31.603485399391182,38.194201649765226,12.60464972627921,6.449409259843297,1.804077040117352,1.804077040117352,97.96171552529297,2.0382844747070314,0.9796171552529297,False
B0005,85,discharge,24.0,3470.672,371,4.2010701773378685,3.249283482317545,2.628919415830567,4.2010701773378685,3.5573161327793144,0.2244802327371113,-1.920618117118412,0.4205282536761078,-2.0167372379007014,0.0008475435827522827,23.78129749955371,36.28230124882153,31.91556385491565,38.45796400011448,12.501003749267824,6.6214238417618985,1.8518025516704486,1.8518025516704486,100.55321959197042,-0.5532195919704153,1.005532195919704,False
B0005,89,discharge,24.0,3414.109,365,4.1996223345495824,3.260087599199005,2.6312552691827045,4.1996223345495824,3.561870782772737,0.22326557144507364,-1.9298830859597569,0.399294272689169,-2.0183057226929555,0.0011650883880798665,24.204043411413554,36.739819153653464,32.081128118597164,38.49126351534004,12.53577574223991,6.550749752385637,1.8307038456739428,1.8307038456739428,99.40755597072781,0.5924440292721923,0.9940755597072781,False
B0005,93,discharge,24.0,3395.219,363,4.199853323702163,3.281146601420838,2.654880745360911,4.199853323702163,3.5617586337260088,0.22104596048351946,-1.9293005284805407,0.4002852377219257,-2.016579511976592,0.0019472390588109682,24.0063252333915,36.49603036085123,31.849792632896243,38.31473393357882,12.489705127459729,6.510886361026922,1.8199041089501267,1.8199041089501267,98.82112827769663,1.1788717223033731,0.9882112827769662,False
B0005,97,discharge,24.0,3386.0,362,4.199103467081427,3.3093715201547558,2.6749688422803803,4.199103467081427,3.5597307651083123,0.21897224844365457,-1.923330987770314,0.4135159697940358,-2.0193879194408373,0.0018372947715281892,23.53999092882516,36.04392363754878,31.465690433362017,37.861934640176806,12.503932708723621,6.469268383163047,1.8093079637028517,1.8093079637028517,98.24575563933595,1.7542443606640443,0.9824575563933595,False
B0005,101,discharge,24.0,3368.187,360,4.199998536865001,3.295594467656429,2.6159705726789904,4.199998536865001,3.5575937553540915,0.22364252387843475,-1.9284469980320087,0.40194096557758924,-2.015814483813837,0.0074961910680886356,23.566095747572557,36.224445388722245,31.40934895665031,37.90665575786083,12.658349641149687,6.448258261024923,1.80460990458052,1.80460990458052,97.99065016377769,2.0093498362223037,0.9799065016377769,False
B0005,105,discharge,24.0,3368.266,360,4.19967522099872,3.317198245350349,2.658447162110498,4.19967522099872,3.5597237883937995,0.22067304968852833,-1.9231439161693824,0.4145005123309109,-2.019901495893039,0.001392374886299951,23.978912001702884,36.4812957908369,31.902247475518077,38.34003238560517,12.502383789134019,6.434013039595092,1.7993770651972192,1.7993770651972192,97.7065060215613,2.2934939784387107,0.9770650602156129,False
B0005,109,discharge,24.0,3358.719,359,4.1991847248803165,3.3478185065039905,2.6979426084271156,4.1991847248803165,3.559061771422033,0.2174117074890921,-1.9170149640438081,0.42729035615010547,-2.016522387288751,0.0025753372180031702,23.757591205264927,35.98576133404224,31.649024294808623,38.0745950590744,12.228170128777311,6.393192582022831,1.7884432335370462,1.7884432335370462,97.1127969487904,2.887203051209594,0.971127969487904,False
B0005,113,discharge,24.0,3339.5,357,4.200012480335,3.3378219239048574,2.6617272246516333,4.200012480335,3.557015527748059,0.2202112122344345,-1.922048805055383,0.4161258984825695,-2.017112121704317,0.0011747056452339859,23.51454265913581,36.10148288661278,31.48874626238971,38.07252758016199,12.586940227476969,6.36913041109019,1.7829230484252723,1.7829230484252723,96.81304988059904,3.186950119400969,0.9681304988059903,False
B0005,117,discharge,24.0,3331.265,356,4.1992373656547874,3.3643724793797882,2.699288287625812,4.1992373656547874,3.5562481933590964,0.21711532049783672,-1.9162302821549877,0.42893766203569794,-2.018009988339822,0.0023816748049826563,23.282413018265935,35.859217796137116,31.329995610092634,37.80133585100446,12.576804777871182,6.332119975253013,1.7730337158018288,1.7730337158018288,96.27605729788219,3.7239427021178098,0.9627605729788219,False
B0005,121,discharge,24.0,3321.188,355,4.1993957811187075,3.336014493650917,2.6127932408838532,4.1993957811187075,3.5532756526091784,0.2242097776623701,-1.9220800182578983,0.4172895950868297,-2.017724236336294,0.0021374370347549054,23.439367870877128,36.40939106353368,31.569551201845574,38.39873985476869,12.970023192656555,6.327977828305635,1.773037755078937,1.773037755078937,96.27627663137305,3.7237233686269473,0.9627627663137305,False
B0005,125,discharge,24.0,3321.844,355,4.1995786980260705,3.3556596279465505,2.6637064901468075,4.1995786980260705,3.556266431640255,0.22065598640894563,-1.9162417890311958,0.42954821430451323,-2.016792488625222,0.00151986195803867,24.020578317587123,36.77364625897009,32.111426258867944,38.74929237918251,12.753067941382966,6.314847281055934,1.7678721106662054,1.7678721106662054,95.99578118843348,4.004218811566515,0.9599578118843348,False
B0005,129,discharge,24.0,3311.828,354,4.199546957512695,3.3614901977112828,2.6668454289754746,4.199546957512695,3.5563095420140822,0.22086472080479183,-1.9158809823517762,0.4301866281036963,-2.0172551326315866,0.0018244735178706453,24.256086319320033,36.84756031613252,32.271676011112376,38.87275464755104,12.59147399681249,6.2948122663658,1.7623150704093087,1.7623150704093087,95.69403287907453,4.30596712092547,0.9569403287907453,False
B0005,133,discharge,24.0,3327.391,179,4.194091469340824,3.3469681219757663,2.684431051981017,4.194091469340824,3.558950851054106,0.2248771520046519,-1.9114406265753041,0.43944109419390154,-2.0159457514475405,0.0005228307091433465,23.99270220171187,36.710913950008646,31.842291659678658,38.503541429116005,12.718211748296774,6.312622563983889,1.7676172924938447,1.7676172924938447,95.98194451474585,4.01805548525416,0.9598194451474584,False
B0005,135,discharge,24.0,3312.078,354,4.200715235801255,3.37121004922177,2.645224362345869,4.200715235801255,3.5534418211598053,0.22263448201480376,-1.9158166997544155,0.4299853699579859,-2.021877555086194,0.002427106886628309,23.828786239535976,36.380197081498515,31.759815453754253,38.27009094548294,12.55141084196254,6.290405274839963,1.762668359743147,1.762668359743147,95.7132165549653,4.286783445034704,0.957132165549653,False
B0005,139,discharge,24.0,3293.172,352,4.1990980807180325,3.379951819113273,2.6603527244917,4.1990980807180325,3.5510121537420285,0.22130511019697496,-1.9151304155635374,0.4310379045239763,-2.0169903181968984,0.0006158711833322257,23.350512970732126,36.18051449762449,31.41911167391793,38.11684755251712,12.830001526892367,6.246148229446523,1.7517304870664143,1.7517304870664143,95.11928805425102,4.880711945748985,0.9511928805425102,False
B0005,143,discharge,24.0,3275.328,350,4.199398534411534,3.391867015789506,2.6926849789916263,4.199398534411534,3.551317608213948,0.21900720749034402,-1.9148485784393638,0.43231390245118795,-2.016185456554963,0.0008035192993614022,23.236214188565974,36.07117791713765,31.331626572312267,38.04152715355532,12.83496372857168,6.210316132444617,1.7418496047960008,1.7418496047960008,94.58275432725995,5.417245672740043,0.9458275432725995,False
B0005,147,discharge,24.0,3265.016,349,4.199122915612965,3.389321801243052,2.670544734728978,4.199122915612965,3.549003180550162,0.22112880899864104,-1.9144128654409127,0.4327839754033059,-2.0170647431651068,0.0014889451776809062,23.214801785728056,36.06727402125495,31.35934131425137,38.17980302242767,12.852472235526896,6.1861677464656495,1.7360913511847138,1.7360913511847138,94.27008009570126,5.729919904298743,0.9427008009570126,False
B0005,149,discharge,24.0,3328.937,356,4.190409478081396,3.2399604434797045,2.605158060541757,4.190409478081396,3.5597648340955175,0.22690811654164278,-1.9388813849818083,0.3772637665356265,-2.0168134548386294,0.002493114712392233,26.647373946169793,39.3970785606374,34.31088483888259,40.71218198711114,12.749704614467603,6.412408120460117,1.7936240148573608,1.7936240148573608,97.39411432859943,2.6058856714005803,0.9739411432859942,False
B0005,153,discharge,24.0,3329.266,356,4.199933846791869,3.3111276397349085,2.672012007453096,4.199933846791869,3.5623454342368555,0.22196151611679193,-1.927509725704535,0.40406682162522617,-2.0165540953857675,0.002858970104521588,25.700376529166363,38.247906639492925,33.43585640373788,39.885261233152924,12.547530110326562,6.379642018495001,1.7831890223273275,1.7831890223273275,96.82749231246358,3.172507687536426,0.9682749231246357,False
B0005,157,discharge,24.0,3301.579,353,4.199365021329158,3.3328621262920852,2.674271233724938,4.199365021329158,3.558336657621618,0.22116302424041023,-1.9267185977839403,0.4055885131371584,-2.022483480851903,0.0012369720338688353,24.83618832123406,37.66314806698494,32.66698125020078,39.18287352945846,12.826959745750877,6.314810424724099,1.7673642076278957,1.7673642076278957,95.96820195991556,4.031798040084435,0.9596820195991557,False
B0005,161,discharge,24.0,3283.563,351,4.19902365945384,3.333761215364808,2.6309416727017187,4.19902365945384,3.554013138622869,0.22441709628144815,-1.9261308349663746,0.4068434847542995,-2.0168041459037114,0.0027115029184951785,24.361616832363048,37.412620176442466,32.28423408691397,38.951564804030774,13.051003344079419,6.270513450066385,1.7570177850353066,1.7570177850353066,95.40638930769438,4.593610692305622,0.9540638930769438,False
B0005,165,discharge,24.0,3275.125,350,4.199432142144215,3.3615057492929536,2.6629725743154204,4.199432142144215,3.552376095886298,0.22204569380260106,-1.9202346781375206,0.42017980834668417,-2.0172800396238526,0.003127245831423531,24.019157444608588,36.983049223315426,32.00739178780946,38.607510759873634,12.963891778706838,6.231290262218774,1.7468706179837907,1.7468706179837907,94.85539626804926,5.144603731950737,0.9485539626804926,False
B0005,169,discharge,24.0,3265.656,349,4.199640922827531,3.352855281098351,2.612942119873717,4.199640922827531,3.549618661283733,0.22622259329090488,-1.9201011498853633,0.4206076443839264,-2.0159193745006387,0.0012894534058489268,24.01966866535824,37.113833168369624,32.06387071886056,38.920359903369054,13.094164503011385,6.208654358182036,1.7417172507457144,1.7417172507457144,94.5755674779545,5.424432522045511,0.9457556747795449,False
B0005,173,discharge,24.0,3266.093,349,4.199305653118061,3.3651520816763276,2.6157198442661476,4.199305653118061,3.54938103086703,0.22644463175198204,-1.9144278105456467,0.43285900358177537,-2.0206059195730015,0.0010352326876111328,24.33608487469673,37.44763048314265,32.43754560319043,39.23273115358871,13.111545608445923,6.190266778442878,1.7364225056478186,1.7364225056478186,94.28806184403474,5.71193815596526,0.9428806184403474,False
B0005,177,discharge,24.0,3257.594,348,4.198949734540481,3.3857728598519237,2.6287695472774453,4.198949734540481,3.5472118680418956,0.2256048866862126,-1.908340706503589,0.44542459211819263,-2.017554048083073,0.002141440621650397,24.124280416630818,36.88044924018355,32.16809876635083,38.964927068400804,12.756168823552734,6.150496704395597,1.7263217239235826,1.7263217239235826,93.73958753620344,6.260412463796548,0.9373958753620345,False
B0005,181,discharge,24.0,3248.593,347,4.19834220599025,3.4084431860543454,2.6655106679421823,4.19834220599025,3.5467052098640246,0.22260946236691775,-1.902207182631691,0.4575237574010793,-2.016416703030436,0.0017702200905978112,23.971565610462942,36.63224569054377,32.05752645824972,38.83927283461771,12.660680080080827,6.111427878700762,1.7158065389330133,1.7158065389330133,93.1686110546919,6.831388945308103,0.931686110546919,False
B0005,185,discharge,24.0,3238.766,346,4.198995776266302,3.4098320971762575,2.650495153350403,4.198995776266302,3.544629653883431,0.22441087883425337,-1.9020484449938713,0.45824944020161834,-2.0170229987437884,0.0014307662327893813,23.839327005970397,36.73387962246392,31.975920928072714,38.82796377704433,12.89455261649352,6.08900370564263,1.710533351135192,1.710533351135192,92.88227598613628,7.117724013863724,0.9288227598613628,False
B0005,189,discharge,24.0,3240.14,346,4.19916986492694,3.417268005174641,2.643236235233877,4.19916986492694,3.5436291614253204,0.2251626394650501,-1.8964907679062355,0.4695119039783484,-2.016783933430818,0.00490119980676573,23.956923878018035,36.8279861699404,32.21689335291319,39.14007944734004,12.871062291922367,6.072104140645199,1.706014499648521,1.706014499648521,92.63690151819807,7.36309848180192,0.9263690151819808,False
B0005,193,discharge,24.0,3230.109,345,4.199246833083063,3.421833588845415,2.656450207001938,4.199246833083063,3.5444946147995258,0.2250288003365719,-1.895971437908019,0.4700220134159711,-2.0199829306240713,0.001796424269077256,24.465118009505925,37.08800148686054,32.55632993697177,39.349611598028886,12.622883477354616,6.052907268941263,1.7003110272642588,1.7003110272642588,92.32720191735558,7.672798082644415,0.9232720191735558,False
B0005,197,discharge,24.0,3229.7810000000027,345,4.1992551886401595,3.4271424058700943,2.626177688152069,4.1992551886401595,3.5409201846556857,0.22759267954042178,-1.8899648799839277,0.4809252461296192,-2.016448312230377,0.004899013626111221,24.267851748683743,36.75804958950036,32.40048085325998,39.29444535878087,12.490197840816617,6.027506290155278,1.6945798601797895,1.6945798601797895,92.01599848919146,7.984001510808539,0.9201599848919146,False
B0005,201,discharge,24.0,3212.469,343,4.199610827671791,3.438178718052601,2.6582230344240045,4.199610827671791,3.541195668799061,0.2253901682415922,-1.8893703824420507,0.48225312231239975,-2.0264654916334726,0.002434406743192847,24.1464003948948,36.66588768076837,32.29371860868794,39.10487658009542,12.51948728587357,5.992186732041017,1.6849029086609286,1.6849029086609286,91.49053823956652,8.509461760433485,0.9149053823956652,False
B0005,205,discharge,24.0,3213.219,343,4.1994453812630566,3.465640472585762,2.695100237338448,4.1994453812630566,3.540671044783382,0.22200337643732754,-1.8776883243431417,0.5029620620589579,-2.017330650607364,0.0014513205321675263,23.93565216301482,36.22708832315917,32.136071448067796,39.0462609369598,12.291436160144354,5.953447910182052,1.6744741591159717,1.6744741591159717,90.92425521867006,9.075744781329941,0.9092425521867006,False
B0005,209,discharge,24.0,3203.578,342,4.198991968341307,3.4449859354526846,2.639091813583503,4.198991968341307,3.5376048790268775,0.22747021165023182,-1.8831065986697755,0.4936099038550067,-2.0225787607034706,0.005933998461667336,24.08253541678387,36.83574345076078,32.38268549723498,39.398032192832,12.753208033976911,5.950118755495468,1.6745692479879102,1.6745692479879102,90.92941856192832,9.070581438071692,0.9092941856192831,False
B0005,213,discharge,24.0,3195.125,341,4.197785116892181,3.467467091298206,2.6857210282450983,4.197785116892181,3.538422485261741,0.22445639503179138,-1.876359921441716,0.5045046007331752,-2.0158674131052456,0.0034449440902895195,24.428816535813286,36.31129508167242,32.30899951427637,39.10678394120843,11.882478545859133,5.911338927626321,1.663716375981405,1.663716375981405,90.34010561326149,9.659894386738513,0.9034010561326149,False
B0005,215,discharge,24.0,3195.3129999999946,341,4.201331130571617,3.4717300013545747,2.69017866510873,4.201331130571617,3.53928626988912,0.2237217691429451,-1.8709550260104437,0.5143997774045596,-2.016878594815316,0.0012286208011475699,24.3288116844709,36.57728194283014,32.56636929496716,39.44448954135193,12.24847025835924,5.89685591950186,1.659013868748246,1.659013868748246,90.08475860446613,9.915241395533874,0.9008475860446613,False
B0005,219,discharge,24.0,3186.297,340,4.199339974904826,3.466070335739485,2.639895313359579,4.199339974904826,3.533690170241391,0.2284155018484487,-1.8705599868289542,0.5149956757914231,-2.0190191551299326,0.0006759557151863035,24.13396954428516,36.61716358490872,32.46542951751835,39.509602016775695,12.483194040623555,5.870096594650038,1.6538540573335014,1.6538540573335014,89.80457989439148,10.195420105608525,0.8980457989439148,False
B0005,223,discharge,24.0,3176.438,339,4.198916244859707,3.485289154748911,2.68991452927918,4.198916244859707,3.534367734544495,0.22401128563800174,-1.8640049795794804,0.5255367036226928,-2.0179820220655023,0.0017286665299136564,23.980294072799666,36.285029218085896,32.347056454418095,39.334865362245324,12.30473514528623,5.829762731653808,1.642653782130131,1.642653782130131,89.19640288815553,10.803597111844464,0.8919640288815553,False
